ID,User,Date Created,Number of Likes,Source of Tweet,Tweet
13012,dorikaWS,2022-11-07 15:28:32+00:00,1,Twitter for Android,"@traveloka "" Mau ke Jogja , pedesaannya yg nyaman , kulinernya yg enak juga murah &amp; banyak banget tempat wisata alamya ""  #TravelokaTravelFair1111  @lilychan_98 @LianSeribu @liacliq  ✨✨✨"
13013,dorikaWS,2022-11-07 15:28:16+00:00,1,Twitter for Android,"@traveloka "" Mau ke Jogja , pedesaannya yg nyaman , kulinernya yg enak juga murah &amp; banyak banget tempat wisata alamya ""  #TravelokaTravelFair1111  @KimHie3 @siskobu @Nhisa_Ncha  ✨✨✨"
13014,JogjaCTour,2022-11-07 15:27:45+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
13015,VisitTidung,2022-11-07 15:22:39+00:00,1,Twitter Web App,https://t.co/57BJVGqA6s #jogja #jogjahits #wisata #yogyakarta #jogjaistimewa
13016,JogjaCTour,2022-11-07 14:57:50+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
13017,EmdeTravel,2022-11-07 12:00:57+00:00,0,twittbot.net,Wisata Murah Bareng EmdeTravel ! Info Paket Wisata #Karimunjawa l #Bromo l #Malang l #Jogja l Hub : 085740601194
13018,visiting_jogja,2022-11-07 11:57:56+00:00,0,Twitter for iPhone,"Pameran ini dibalut dalam Annual  Museum Exhibition (AMEX) dan bakalan berlangsung sampai 30 Desember 2022. Yuk masukin ke wishlist kunjungan destinasi wisata kalian😚👋
#visitingjogja #sobobudoyo #amex"
13019,simarkisa,2022-11-07 11:12:35+00:00,0,Twitter for iPhone,"Salah satu hal yg gw males banget sm Jogja. Hampir setiap tempat harus bayar parkir. Supermarket, minimarket, warung makan, tempat wisata, tpt ngopi, bahkan warung fotocopy. 
Kalo sehari berhenti di supermarket, makan, ngopi, fotocopy habis juga kurleb 10k/hari cm buat parkir :)"
13020,Security66SCTV,2022-11-07 10:24:57+00:00,0,twittbot.net,Reservasi dan info wisata goa pindul CP: 087843175658 - 088806004886 Pin:312444E4 #tour #adventure #wisata #jogja #goapindul #liburan
13021,DiianNitami,2022-11-07 10:09:04+00:00,0,Twitter Web App,"Jogja memang istimewa, banyak pilihan paket wisata jogja murah meriah

Ada yang #barugajian buat beli Gorengan dan Rendang bareng Kiky"
13022,JogjaCTour,2022-11-07 09:57:44+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour"
13023,Pokdarwis_Gkw,2022-11-07 09:54:46+00:00,0,Twitter for Android,"#Pokdarwisgedongkiwo #wisatajogja
#Kamwissekarniti https://t.co/Mnk8D9kdlL"
13024,joglowisata,2022-11-07 09:06:52+00:00,0,Twitter Web App,"Heha Sky View, tempat yang instagrammbale di bibir pantai, cocok sambil menikmati sunset

#jogja #liburanjogja #tourjogja #wisatajogja #paketwisatajogja #pakettourjogja #explorejogja #wisatahitsjogja https://t.co/UbfR9Pqqo7"
13025,joglowisata,2022-11-07 09:06:50+00:00,14,Twitter Web App,"Jogja punya banyak banget destinasi wisata, dari gunung sampai pantai. Mau wisata alam, adventure, instagrammable, budaya, edukasi ada semua. Yang nggak ada salju 😂

Info detail 👉 https://t.co/s3or9MzSL9

Thread

Ada #kebayamerah dan #LumajangEksotik yg #TungguAkuDiJakarta https://t.co/uGtzd6ZlwW"
13026,JogjaCTour,2022-11-07 08:27:54+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
13027,idbcpr,2022-11-07 08:13:34+00:00,0,Awtoshare,"Jelajah Wisata Jogja - Terima kasih 2016, semoga lebih baik di tahun-tahun selanjutnya.

Selamat tahun ... - https://t.co/qAT4y6uBOV https://t.co/jgXyeQxGR5"
13028,DeniHeri12,2022-11-07 07:38:53+00:00,0,Twitter Web App,Monggo yg butuh driver utk wisata jogja jateng https://t.co/zmGhDccMti
13029,JogjaRavers,2022-11-07 05:25:56+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
13030,catur2101,2022-11-07 05:23:08+00:00,0,Twitter for Android,"@DeweUtek @gibran_tweet Msh mending itu diksh karcis, coba ke jogja kawasan wisata kyk gembi**lo**,CFD artinya Car Free Day ya jgn bw car,knp g ada yg protes parkir di mall yg saat keluar byr sampai 24rb ya"
13031,jgjvacation,2022-11-07 05:05:21+00:00,0,Twitter for Android,"Liburan ke Jogja atau Dieng?
Ayo liburan dengan kami!
Siap mobil dan driver yang ramah dan profesional.
Wisata keliling Yogyakarta mulai dari 500rb
Dieng trip start Jogjakarta mulai dari 750rb
WA/Tele: 082237470763 atau klik link di profil kami ☺️
Tambah dokumentasi bisa juga!! https://t.co/1I8GjB5ToC"
13032,TheodorusAriDC,2022-11-07 04:55:30+00:00,1,Twitter Web App,"Tanpa diminta lgsg kasih testimoni, matur nuwun! 🔥
#pijatjogja #PijatYogyakarta #pijatpanggilanjogja #pijatrefleksi #pijatrefleksijogja #reflexologyjogja #jogjamassage #terapisjogja #massagejogja #jogjawisata #visitjogja #wisatajogja #manunggalmassage #yogyakarta kereta pesepeda https://t.co/YnajUyM8ET"
13033,JogjaCTour,2022-11-07 03:57:43+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
13034,MukriPurwanto,2022-11-07 03:39:28+00:00,0,Twitter for Android,"Liburan ke Jogja naik kereta api, lanjut keliling Jogja pake motor
#sewamotor #sewamotorjogja #lempuyangan #wisatastasiunyogyakarta #keretaapikita  #rentalmotor #wisatajogja #camping https://t.co/zdkHPtBqpV"
13035,JogjaCTour,2022-11-07 03:27:55+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
13036,lokerjog,2022-11-07 03:00:54+00:00,0,Loker Jogja ID,"LOKER JOGJA TERBARU: Site Manager - Drafter - Surveyor - Engineering Mep di PT. Gunung Citra Wisata (Drini Park)
#lokerjogja #lowongankerjajogja #loker #jogja #yogyakarta
https://t.co/HiJ6Kmkdu3"
13037,JogjaCTour,2022-11-07 02:57:48+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
13038,infobmkgyia,2022-11-07 02:45:36+00:00,1,Twitter Web App,"Selamat Pagi #sobatbmkgyia
Berikut kami sampaikan Prakiraan Cuaca Lokasi Wisata dan Lereng Merapi di Wilayah DIY untuk Esok Hari, Selasa 08 November 2022.
Semoga bermanfaat.

#infobmkg #infobmkgyia #cuacamerapi
@staklim_jogja @trcbpbddiy @pusdalopssleman @basarnas_yogyakarta https://t.co/b6rRu3I5yC"
13039,JogjaCTour,2022-11-07 02:27:52+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
13040,idbcpr,2022-11-07 02:01:35+00:00,1,Awtoshare,Jelajah Wisata Jogja - Happy New Year 2017   Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Tugu Yogyakarta.... - https://t.co/gnHXmGX76w
13041,yofficial_,2022-11-07 00:35:41+00:00,0,Twitter for Android,@ARSIPAJA @TMCPoldaMetro @DivHumas_Polri Di jogja masih sering tuh rombongan bus bus wisata d kawal patwal
13042,convomf,2022-11-07 00:20:03+00:00,1,"Hey, ayo minum air putih dulu😤","💙 mau tanya guys. kalo stúdy tóur ke Jogja, destinasi wisata yg dituju biasanya dimana aja ya?"
13043,joglowisata,2022-11-07 00:08:51+00:00,5,Twitter Web App,"Banyak pilihan paket wisata Jogja buat liburan bareng keluarga, teman atau gathering instansi. Semua paket bisa di-custom sesuai request tamu

Info 👉 https://t.co/s3or9MzSL9

#liburanjogja #tourjogja #wisatajogja #paketwisatajogja #pakettourjogja #explorejogja #wisatahitsjogja https://t.co/dYd5204Ohm"
13044,JogjaCTour,2022-11-06 23:57:43+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
13045,Dd_chiyoo,2022-11-06 23:18:03+00:00,0,Twitter for Android,@tanyakanrl Bandung atau jogja sih suasana nya enak banyak tempat wisata juga wkwk
13046,EmdeTravel,2022-11-06 22:00:56+00:00,0,twittbot.net,Wisata Murah Bareng EmdeTravel ! Info Paket Wisata #Karimunjawa l #Bromo l #Malang l #Jogja l Hub : 085740601194
13047,Security66SCTV,2022-11-06 21:54:52+00:00,0,twittbot.net,Reservasi dan info wisata goa pindul CP: 087843175658 - 088806004886 Pin:312444E4 #tour #adventure #wisata #jogja #goapindul #liburan
13048,Wisatanewsid,2022-11-06 21:35:55+00:00,0,Revive Social App,Mengintip Daya Tarik Wisata Ukir Dinding Tebing Breksi Jogja https://t.co/oDABzghdiC
13049,JogjaCTour,2022-11-06 21:27:45+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
13050,TiketPesawatPro,2022-11-06 19:27:36+00:00,0,twittbot.net,#wisataaceh #wisatasemarang #wisatajogja tiket pesawat promo ke bali juni 2015 KLIK https://t.co/xaAlCMPOh2
13051,BlusukanBantul,2022-11-06 18:16:48+00:00,0,Twitter for Android,"#Repost @jeep_wisata_parangtritis with @let.repost 
• • • • • •
Jeep Wisata Parangtritis
#jeepwisataparangtritis #parangtritis #parangtritisbeach #parangtritisjogja #parangtritisbeachyogyakarta #jogja #jogjaistimewa #jogjahits #jogjakarta #jogjaku #jogjainfo #jogjawisata https://t.co/okYtMGROeX"
13052,idbcpr,2022-11-06 18:15:34+00:00,0,Awtoshare,"Jelajah Wisata Jogja - Deretan kembang api saat malam tahun baru di area Prambanan.

Credit photo by  t... - https://t.co/1ltMcvNiCS https://t.co/NtTgKksZm5"
13053,BlusukanBantul,2022-11-06 17:31:28+00:00,0,Twitter for Android,"cocok sekali ya mas momong sambil menikmati liburan bersama istri tercinta @mars.dekik17 
#blusukanbantul #wisatajogja #wisatabogor #wisatasemarang #wisataindonesia"
13054,JogjaRavers,2022-11-06 16:25:52+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
13055,tukangsipil,2022-11-06 16:16:13+00:00,0,twittbot.net,"informasi wisata, hotel, penginapan, villa, homestay di #jogja - https://t.co/ON23GFpnQS"
13056,JogjaMention,2022-11-06 16:00:42+00:00,0,twittbot.net,Liburan or Butuh Mobil di #Jogja Sewa Aja di cahyatransport Lengkap Dengan Paket Wisata All-In Dengan Mobilnya | 085293030433 BB 792BD523
13057,prihatmadi16,2022-11-06 15:59:32+00:00,0,Twitter for Android,"Pulang ke Jogja cuma ngurusin Pajak Kendaraan, Nostalgia Kuliner dan ke tempat wisata daerah Kulon Progo 🙃"
13058,JogjaCTour,2022-11-06 15:57:41+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
13059,Alonesiacom,2022-11-06 15:05:43+00:00,0,Twitter Web App,"Ke Jogja Belum Afdol ke Tempat ini, Berikut 5 Referensi Wisata Terbaik di Jogja Versi Rating Google https://t.co/dVx5gHuBr5"
13060,txtdrclubhouse,2022-11-06 14:56:54+00:00,0,Twitter for Android,"@UGM_FESS ‼️DICARI ‼️

Mahasiswa/i untuk KKN periode 4 di Petungkriono, Kab. Pekalongan, Jateng (gugusan Pegunungan Dieng) 

(+) Banyak wisata curug, kebun, hutan, telaga, gunung dll
(+) 4 jam dari Jogja
(+) DPL top &amp; friendly
(+) Well prepared

https://t.co/bojcToSj9u"
13061,_SpaceStati0n,2022-11-06 14:46:19+00:00,0,Twitter for Android,"@convomf Pingin sebenernya ke Jogja yg wisata estetik kekinian, tiap ke Jogja ketemunya eskavasi candi 😅 tapi menarik banget sbenernya cuma kadang bosen. Temenku yang tinggal disana nerd banget soal peninggalan terdahulu, gajauh-jauh dari percandian dan sumberan"
13062,JogjaCTour,2022-11-06 14:27:52+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
13063,DynamicoTour,2022-11-06 13:33:00+00:00,0,Twitter for Android,"Cabaret Show di Jogja

#hamzahbatik #malioboro #jogjainfo #infojogja #infowisatajogja #wisatajogja https://t.co/VGPmC2Y2GD"
13064,ajiedono,2022-11-06 13:21:46+00:00,0,Twitter Web App,"#wisatajogja Ayoooo objek wisata pilih sendiri, mau kemana aja bisa ===&gt; https://t.co/6fz2dY3spY"
13065,ajiedono,2022-11-06 13:20:39+00:00,0,Twitter Web App,"Rindu makan gudeg? Inget jogja dan pojokan jalan nya yang sendu? Gimana kalo piknik? Mau gak kalo tempat wisata yg mau dikunjungi bisa pilih suka2?
CEK DISINI ==&gt; https://t.co/6fz2dY3spY"
13066,JogjaCTour,2022-11-06 12:57:46+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour"
13067,mine_hyuck,2022-11-06 12:11:30+00:00,0,Twitter for Android,"@SeputarTetangga Aku sekolah Jogja, study tour ke Surabaya Malang (Viva &amp; Yakult) trs wisata Jatim Park 3. Siswa bayar 900K an. Pas pulang, guru2 nyari oleh2, katanya udah dimasukin bagasi. Pas sampe sekolah barang2 udh pada diturunin, ilang dah tuh 1 box sm 1 kresek."
13068,idbcpr,2022-11-06 12:03:29+00:00,0,Awtoshare,Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Taman Sari Yogyakarta.... - https://t.co/L1AX3HnzgQ https://t.co/iL30pxZ8qI
13069,Harian_Jogja,2022-11-06 10:31:08+00:00,1,dlvr.it,Puluhan Siswa SMK Dirgantara Putra Bangsa Jogja Ikut Bersiap Jadi Pemandu Wisata https://t.co/o17vW9bsUx #beritajogja #jogja #jogjaistimewa https://t.co/mffCjWBxgY
13070,AriaMaruf,2022-11-06 10:30:55+00:00,2,Twitter for Android,"@ARSIPAJA @TMCPoldaMetro @DivHumas_Polri Omong kosong itu, di jogja saja bus wisata banyak dikawal polisi."
13071,JogjaCTour,2022-11-06 09:57:44+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9SSxEg
#JogjaCityTour"
13072,DillaAriniPutri,2022-11-06 09:46:11+00:00,0,Twitter for Android,"@traveloka Mau Jogja, Lombok enak jg tuh, keliling destinasi wisata pantainya. 
#TravelokaTravelFair1111"
13073,Security66SCTV,2022-11-06 09:24:56+00:00,0,twittbot.net,Reservasi dan info wisata goa pindul CP: 087843175658 - 088806004886 Pin:312444E4 #tour #adventure #wisata #jogja #goapindul #liburan
13074,nawaitu_,2022-11-06 09:23:06+00:00,0,Twitter for Android,"@traveloka wish list dari dulu pengen ke jogja min, bikos bandung tu kota paling romantis skskksksk. pengen wisata alam gitu biar fresh lagi😍
#TravelokaTravelFair1111

@bangucuupp @masrud_ @taufiqrrhmnn"
13075,Djoengisme,2022-11-06 09:14:14+00:00,2,Twitter for Android,"@hrdbacot Klaten. Guling-guling ke timur laut dikit nyampe Solo, gowes sejam nyampe Jogja. Biaya hidup murah, makanan murah yo melimpah. 'Mbedang' 3x sehari 30 ribu udah oke banget, jalan-jalan dikit ke Barat udah ditunggu Merbabu sama Merapi, wisata alam ada umbul.

Ibarat jembatan Ska-Yk"
13076,ddpanutan,2022-11-06 09:10:51+00:00,0,Twitter for Android,"@traveloka .mau liburan ke jogja, mau keliling full penuhh jogja dari pantainya, wisata sejarah sampe tempat² wisata hitz kekinian yg menjamur apa lg nanti sama ayang, duh lengkap bgt tu #TravelokaTravelFair1111 

ikutan sini, pd mau akhir tahun kemana @zakahats @selviajaudah @saekhanuri_"
13077,JogjaCTour,2022-11-06 08:57:45+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
13078,Jsng140900,2022-11-06 08:54:38+00:00,0,Twitter for Android,"Rumahku kan deket Jogja ya, masa aku ikut PO bakpia tugu? COD di venue??? 😭 eh tapi pingin loh 😭 ini nanti aku jadinya wisata kuliner berkedok nonton konser lama-lama. Banyak banget yang open PO makanan ni 😭"
13079,panciwajsh,2022-11-06 08:40:11+00:00,0,Twitter for iPhone,"@SeputarTetangga bnyk yg gini yah,gw SMA tp negeri 2017 studytour ke jogja 850k,yg gaikut cmn disuruh bikin makalah sendiri sm penelitian sendiri k tmpt wisata"
13080,jgjvacation,2022-11-06 08:07:55+00:00,0,Twitter for Android,"Trip Liburan ke Jogja atau Dieng dengan kami
Siap mobil, driver dan BBM mulai dari 500rb
Nambah fotografer untuk dokumentasi juga bisa
Ayo piknik wisata vacation holiday di Yogyakarta, Nepal van Java, Borobudur atau Dieng bersama kami ☺️
*Start dari Jogja* https://t.co/ZdqgmZJnwV"
13081,ai_takatta41,2022-11-06 07:43:36+00:00,0,Twitter for Android,"@tanyakanrl Jogja😭 UMR kecil gapapa deh aku juga pengennya yg penting kebutuhan cukup aja. Tengah kota lengkap, wisata lengkap ada gunung sama laut,pendidikan bagus, transport aman, gak macet, apalagi yg dicari? Pokoknya nyaman banget lah🥺"
13082,ila_rizky,2022-11-06 07:01:12+00:00,0,Twitter for Android,"Mgkn mau narget kota2 wisata kayak solo dan jogja, tp jadinya malah muter2 dan lebih lama. Hadeeeh"
13083,JogjaCTour,2022-11-06 06:27:50+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
13084,riswan_gin,2022-11-06 06:14:13+00:00,2,Twitter for Android,"beli jajan nasi bubur
na bubur ayam Jogja
jalan jalan hari libur
lebih asik ke wisata desa
#BerjuangMembangunNegeri
@jokowi 
@halimiskandarnu
@Kemendespdtt
@ditjenpdp
@malik_haramain
@imansyukri
@taufikmadjid71
@yusradaridesa 
@azzameldzikrie 
@tppkemendes
@afdimarwan
@TPPISUMUT https://t.co/1gW89ZSGda"
13085,DnDSandyRa,2022-11-06 06:04:52+00:00,0,Semrush Social Media Tool,"Ledok Sambi, Destinasi Wisata Keluarga Bernuansa Alam di Jogja - DnD Sandy Ra https://t.co/BMYj69nKdh"
13086,JogjaCTour,2022-11-06 05:27:57+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
13087,sukabgtcokelat,2022-11-06 05:17:56+00:00,0,Twitter for Android,"salatiga soalnya kalo mo healing tinggal milih ke kopeng/bandungan yg dingin, semarang ibu kota, atau solo jogja which banyak tempat wisata"
13088,fdajesfry,2022-11-06 04:48:12+00:00,1,Twitter for iPhone,"@ikmlzhrf I spent around 2.2k, untuk 8 hari 7 malam(jakarta dan jogja) sekali flight, hotel, makan, tiket konsert, sewa kereta dan supir di jogja, tiket masuk tmpt2 wisata di jogja, tiket kereta apj jakarta jogja etc."
13089,jungvelyyy_,2022-11-06 04:22:57+00:00,0,Twitter for Android,"@tanyakanrl pengin di jogja atau solo, soalnya keliatannya adem gitu sama banyak tempat wisata"
13090,idbcpr,2022-11-06 04:22:02+00:00,1,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Pantai Watu Lumbung, Gunungkidul.... - https://t.co/Dv5A2smRfT"
13091,officialntv_,2022-11-06 04:03:50+00:00,0,Twitter Web App,"Lima Rekomendasi Wisata Horor di Yogyakarta

https://t.co/IyI9RKf1vZ

#wisata #wisatahoror #Yogyakarta #ceritaseram #traveling #horror #HorrorMovies #spooky #jogja https://t.co/rMiFoofKIu"
13092,JogjaCTour,2022-11-06 03:27:56+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
13093,JogjaRavers,2022-11-06 03:25:55+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
13094,harunalmahdi,2022-11-06 03:18:19+00:00,0,Twitter for iPhone,lokasi wisata yang tidak biasa di Jogja check https://t.co/0XYMhOhblh
13095,EmdeTravel,2022-11-06 03:01:18+00:00,0,twittbot.net,Wisata Murah Bareng EmdeTravel ! Info Paket Wisata #Karimunjawa l #Bromo l #Malang l #Jogja l Hub : 085740601194
13096,anita_dua,2022-11-06 02:38:29+00:00,2,Twitter for iPhone,"@worksfess Bali tuh murah banget dibanding Jogja! Aqua galon di Denpasar 15rb,di jogja 20rb,gas melon di sini 17rb sdgkn di jogja 25rb,harga sayur/lauk di pasar murah meriah.Beda lagi kalo tinggalnya di area wisata,makan di cafe,ya gaji brpapun gak cukup"
13097,efenpe,2022-11-06 01:11:00+00:00,0,Twitter for iPhone,@Mizzpsych0 kl ga follow ntar kita gabisa share video “10 wisata seru di jogja yg tidak boleh terlewatkan” wkwkwk
13098,tukangsipil,2022-11-06 01:06:14+00:00,0,twittbot.net,"https://t.co/ON23GFGqSS - informasi wisata, hotel, penginapan, villa, homestay #jogja #solo #magelang"
13099,JogjaCTour,2022-11-06 00:57:44+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
13100,srhwidia,2022-11-06 00:19:29+00:00,0,Twitter for iPhone,"@tanyakanrl jogja, kabeh2 murah, kotanya padet tapi masih bisa jalan 40-60km/jam alias sek lancar jaya, wisata kota &amp; alam imbang, nggak stres"
13101,JogjaCTour,2022-11-05 23:57:43+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
13102,idbcpr,2022-11-05 22:07:23+00:00,0,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Malioboro, Yogyakarta.... - https://t.co/ESNUlj0nDH https://t.co/2fe8bdq8fK"
13103,JogjaCTour,2022-11-05 20:57:43+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
13104,Security66SCTV,2022-11-05 20:54:53+00:00,0,twittbot.net,Reservasi dan info wisata goa pindul CP: 087843175658 - 088806004886 Pin:312444E4 #tour #adventure #wisata #jogja #goapindul #liburan
13105,JogjaCTour,2022-11-05 18:57:46+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour"
13106,JogjaCTour,2022-11-05 18:27:45+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
13107,kompasiana,2022-11-05 17:57:12+00:00,1,dlvr.it,Pesona Festival Kreatif Lokal dari Desa Wisata Jogja dengan Potensi Global https://t.co/hYHq6QSRzH
13108,JogjaCTour,2022-11-05 17:27:48+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
13109,roffainnocent,2022-11-05 16:51:13+00:00,0,Twitter for iPhone,"@tanyakanrl Jogja si, karena murah klo mau beli sesuatu, banyak lokasi wisata jg, warga sana jg ramah”, dan pastinya masih ada pantai disana! Suka bgt kepantaiiiii✨🥹"
13110,JogjaMention,2022-11-05 16:00:42+00:00,0,twittbot.net,Liburan or Butuh Mobil di #Jogja Sewa Aja di cahyatransport Lengkap Dengan Paket Wisata All-In Dengan Mobilnya | 085293030433 BB 792BD523
13111,IkhwanusSafad12,2022-11-05 15:39:48+00:00,0,Twitter for Android,"Gak pernah tergoda sama kota lain, pasti Malang. Selain kota sendiri dan deket ortu, di Malang mau nyari apa aja ada. Wisata gunung, laut, wisata indoor, mall, bahkan sbux pun sama banyaknya kaya sbux se-provinsi jogja digabungin"
13112,fitrynisuci,2022-11-05 15:02:23+00:00,0,Twitter for Android,"@tanyakanrl Semarang, di Mijen tapi. Pengen Jogja sih, tp kayaknya lebih cocok jd tempat tujuan wisata aja, biar tetep berkesan."
13113,Buklau77,2022-11-05 14:31:19+00:00,2,Twitter for Android,"@SeputarTetangga Sekolah pernah program studi wisata ke Jogja gitu. Ga ada duit gua, tapi disuruh ganti dengan pergi ke hampir seluruh museum yg ada di Bandung dan bikin laporan apa yg ada di sana. Seru juga dulu. Satu angkatan cuma kita bertiga yg keliling Bandung jalan plus naik angkot. Pegal"
13114,wisatahurahura,2022-11-05 14:30:09+00:00,1,Twitter for Android,"Teringat kapan lalu ada fakta menohok

Mahasiswa 800k jakarta inap 2 malam

Siswa SMP 900k jogja inap 1 malam

Mau heran tapi ini bisnis wisata dengan lingkaran setannya 🤣"
13115,dsunfl0wer,2022-11-05 14:29:43+00:00,0,Twitter for Android,"jogjaa, gatau knp pgn disana. soalnya di domku aduhh minim tempat wisata, uda gt gbisa keluar2🤣 tembusnya ya disini2 ajaaa kl jogja kan bisa tebus2 ke yg lain"
13116,JogjaCTour,2022-11-05 14:27:54+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
13117,JogjaRavers,2022-11-05 14:25:57+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
13118,idbcpr,2022-11-05 14:21:30+00:00,0,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Kaliadem, Merapi.... - https://t.co/jGSkK3LRgJ https://t.co/BEOaNYU6w0"
13119,yaudahlaayaaaa,2022-11-05 13:33:30+00:00,0,Twitter for Android,@hrdbacot Klaten. Di sana hawanya adem. Mau ke solo atau jogja deket. Kafe2 buat nongkrong udah banyak. Biaya hidup murah banget. Tempat wisata alam jg udah banyak.
13120,elnugisnu,2022-11-05 12:47:57+00:00,0,Twitter for Android,"@tanyakanrl 1.solo
banyak kenangannya, walaupun temen dikit, tapi lekat. mau ke jogja deket, mau wisata adem2 juga deket. love solo pokoknya
2.malang
dream aku habis lulus sma tapi ga kesampean kuliah di malang. tapi aku sering ngebolang ke malang, ada sodaraku juga."
13121,JogjaCTour,2022-11-05 12:27:53+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
13122,EmdeTravel,2022-11-05 12:00:59+00:00,0,twittbot.net,Wisata Murah Bareng EmdeTravel ! Info Paket Wisata #Karimunjawa l #Bromo l #Malang l #Jogja l Hub : 085740601194
13123,luckyann27,2022-11-05 11:43:09+00:00,0,Twitter for iPhone,Saran tempat wisata atau kuliner yg harus didatengin kalo ke jogja dong ges
13124,sabianganes,2022-11-05 11:07:08+00:00,0,Twitter for Android,"Banyak sebenarnya salah satunya pangen di Surabaya,Jogja, Pasuruan,Bone
Alesanya pengen wisata alam kalo di jogja sama Pasuruan kalo di Surabaya pengen aja kaya seru aja gitu kalo di bone pengen ketemu temen lama pengen main bareng"
13125,SivaAisya,2022-11-05 10:41:31+00:00,0,Twitter Web App,"@tanyakanrl Bali dan Jogja.. banyak tempat wisata dan mencerminkan ""kota seni"""
13126,JogjaCTour,2022-11-05 09:57:43+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
